1;1;6.561970167240361E-8;1185.8857349779648;41.746636553289825;135.00415850131847;93973
1;2;6.481172931671608E-8;1167.4503399845548;37.80849455758346;130.12579725913565;92079
2;2;4.745231763081392E-8;1224.7719665037052;39.898249560282835;131.63054580110258;90768
2;1;5.14493194714305E-8;1141.6834124818888;43.32501566869645;137.2633989199393;91481
3;1;9.915072496369248E-8;1140.256878070377;43.62451760976033;137.01789623969017;91304
3;2;2.2855260795040522E-8;1144.9762022227278;40.70016743521708;133.97858541578967;90566
4;1;9.623408914194442E-8;1151.8000522908744;42.98695649956232;135.85308305815855;91367
4;2;2.5284180082962848E-8;1193.6352933710598;40.889633854723556;134.0858208734885;90111
5;2;3.9159090192697477E-8;1265.8280076648184;40.82470378559766;134.02520471983087;90843
5;1;1.4476825072051724E-7;1176.5431043867109;42.592372511324726;134.89939633211978;90190
6;2;2.627552930789534E-8;1131.9572813172822;40.3893738555638;133.0070393745273;90168
6;1;6.530899554491043E-8;1223.746647151464;42.72869104098993;134.8968251760498;91108
7;2;5.083995802124264E-8;1232.4840021501607;40.67489660316322;133.43414643538648;90203
7;1;6.155403298180318E-8;1176.1006053009485;42.53351779103251;134.67626087250875;90206
8;2;4.9398295232094824E-8;1181.8379219867657;40.3214244162248;132.36928785856995;91706
8;1;3.3958144740608986E-8;1185.954287723092;41.640139919146606;133.05891206073557;91348
9;1;1.1071506378357299E-7;1176.867119747606;42.05091247357484;133.90021358528367;90998
9;2;7.966161774675129E-8;1195.4926033517563;40.62149935769351;132.81521771368938;92581
10;1;1.192821628137608E-7;1173.4939873765204;42.063386753148535;134.19566214026648;91271
10;2;5.0180574362457264E-8;1199.9503603477308;40.605901514831984;132.73873108469803;91061
11;2;1.180603703687666E-8;1176.491468193931;40.95910424383907;133.2701866828899;92220
11;1;1.5654234175599413E-7;1245.5984983451567;42.12226946950812;134.37496621163115;91974
12;1;1.3212832072895253E-7;1150.3492145853004;42.38446637726796;134.98187333896294;91186
12;2;2.317949565622257E-8;1145.1911590504176;40.95127679572402;133.45949396956195;92077
13;1;7.180278771556914E-8;1274.2685417329176;42.19487914096958;134.58429922687526;91285
13;2;3.537513748597121E-8;1201.424022851922;40.82040837391228;133.21830253593737;91872
14;1;1.0595408639346715E-7;1199.0426713466554;42.140625808713196;134.54191394520421;91738
14;2;3.7637391869793646E-8;1234.9860984647396;40.52999295626184;132.79506359919873;90955
15;2;2.289232270413777E-8;1237.2587161182894;40.49630831836291;132.69835058872957;92130
15;1;7.783660294080619E-8;1177.9589074371138;42.13515576471274;134.55950317799065;91093
16;2;1.7634192772675306E-8;1212.8972633600329;40.39692477700673;132.44877810526594;91147
16;1;7.110304522939259E-8;1209.8710501310438;42.17424628169041;134.55998057816979;91904
17;2;1.4685838323202915E-8;1206.0745471060645;40.57075915221383;132.8085624455812;92035
17;1;1.2456598597054835E-7;1159.9445082751356;42.269103916754666;134.69954908688342;91124
18;2;2.8910676519444678E-8;1172.1256925988398;40.56223966753194;132.6375355425457;90852
18;1;6.304139787971508E-8;1189.8499283777749;42.23011253910702;134.63544524989496;92430
19;2;4.2393594412715174E-8;1168.4640785155968;40.55112970634697;132.70184154800648;91181
19;1;5.415438408817863E-8;1182.6673792867318;42.27490394797167;134.8150410714544;90681
20;2;3.027412276424002E-8;1191.454179025563;40.46265444807809;132.6272867686612;91859
20;1;2.0627589947253E-7;1178.7360373672384;42.144892855923096;134.63344831530688;91007
21;1;1.3499004580808105E-7;1144.3074953076496;42.32476702645775;134.90371776393886;91054
21;2;2.325475634279428E-8;1162.4555515729155;40.483376125493685;132.76295358593208;91987
22;1;6.195318746904377E-8;1166.642414492242;42.24026211317452;134.81171316664012;90782
22;2;1.526939286122797E-8;1220.9025911978636;40.49026789139231;132.79395503750067;91151
23;1;6.698996912746225E-8;1161.6959521646543;42.29701108745903;134.89104104645372;91576
23;2;2.971637513837777E-8;1171.462228035099;40.47818238381304;132.7091924244689;92025
24;2;5.5193140724441037E-8;1233.8546764425496;40.42473353906954;132.67324452059134;91035
24;1;3.31839714817761E-7;1154.7929396054576;42.334667527826106;134.90945147656984;91156
25;1;8.872916623658966E-8;1225.104953974409;42.39727751338324;134.98604350069624;92396
25;2;1.4303395801107399E-8;1165.2733194256673;40.39486077437392;132.61696894501523;90898
26;1;9.397706435265718E-8;1206.8239691928734;42.50787568940729;135.1864955305711;91439
26;2;8.950337360147387E-9;1192.7148142303274;40.18099056929206;132.33725976125837;92497
27;1;1.9749575130845187E-7;1145.403659462488;42.45518622170723;135.15832997513243;90714
27;2;2.8832232601416763E-8;1148.753043392275;40.241391421827856;132.51453509684254;90824
28;1;7.07491381035652E-8;1156.8548180078856;42.36029771955283;134.95528654658688;90842
28;2;3.2042407838162035E-8;1181.2980605643031;40.246797175899914;132.41692677937561;91811
29;2;9.297082215198316E-9;1181.245706403687;40.24990572109747;132.36944519287084;90600
29;1;9.92812374533969E-8;1224.3918175185356;42.26085872517357;134.94023315434256;90399
30;2;2.873696303140605E-8;1163.4182686560516;40.28193434898507;132.42703366858305;91668
30;1;1.9764866010518745E-7;1188.5199307121345;42.39708603654495;135.15262784504628;90551
